dataset	category_id	mid	label	label_key	source_version	source_url	hierarchy_url	source_class	openimages_parent_mids	openimages_parent_labels	openimages_child_mids	openimages_child_labels	is_mwe_candidate	mwe_candidate_status	selection_status	duplicate_existing_label_key	duplicate_existing_datasets	duplicate_existing_labels	duplicate_existing_selected_oewn_synsets	wordnet_source	wordnet_version	wordnet_lexicon_id	selected_lookup_case	selected_query	has_oewn_noun_synset	oewn_synset_count	selected_oewn_synset	selected_oewn_lexfile	all_oewn_synsets	all_oewn_lexfiles	synset_lemmas	canonical_surface	canonical_selection_tag	canonical_candidate_lemmas	canonical_candidate_lemma_counts	parent_oewn_synsets	parent_oewn_lexfiles	parent_lemmas	parent_selection_tag	selected_oewn_objectness_class	objectness_gate	manual_decision	manual_decision_note	sense_counts_available	wn30_available	wn30_selection_tag	wn30_lemma_counts	synset_selection_tag	decision_basis
openimages	/m/0138tl	/m/0138tl	Toy	toy	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/0167gd|/m/01j51|/m/029b3|/m/02wmf|/m/02zt3|/m/0kmg4	Doll|Balloon|Dice|Flying disc|Kite|Teddy bear	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	toy	true	5	oewn-03971038-n	noun.artifact	oewn-03971038-n|oewn-04469337-n|oewn-04469114-n|oewn-03774770-n|oewn-02088026-n	oewn-03971038-n:noun.artifact:plaything;toy|oewn-04469337-n:noun.artifact:toy|oewn-04469114-n:noun.artifact:toy|oewn-03774770-n:noun.artifact:miniature;toy|oewn-02088026-n:noun.animal:toy dog;toy	plaything|toy	toy	selected_single_label_or_lookup_matched_wordnet_lemma	toy	toy:4	oewn-00022119-n	oewn-00022119-n:noun.Tops	oewn-00022119-n:artifact;artefact	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03971038-n:toy%1:06:00:::plaything.n.01:4|oewn-04469337-n:toy%1:06:02:::toy.n.02:0|oewn-04469114-n:toy%1:06:03:::toy.n.03:0|oewn-03774770-n:toy%1:06:01:::miniature.n.02:0|oewn-02088026-n:toy%1:05:00:::toy_dog.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/013y1f	/m/013y1f	Organ	organ	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	organ	true	6	oewn-05305022-n	noun.body	oewn-05305022-n|oewn-08366277-n|oewn-03278462-n|oewn-06607260-n|oewn-03859585-n|oewn-03499638-n	oewn-05305022-n:noun.body:organ|oewn-08366277-n:noun.group:organ|oewn-03278462-n:noun.artifact:electric organ;electronic organ;Hammond organ;organ|oewn-06607260-n:noun.communication:organ|oewn-03859585-n:noun.artifact:organ;pipe organ|oewn-03499638-n:noun.artifact:harmonium;organ;reed organ	organ	organ	selected_single_label_or_lookup_matched_wordnet_lemma	organ	organ:8	oewn-05227735-n	oewn-05227735-n:noun.body	oewn-05227735-n:body part	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-05305022-n:organ%1:08:00:::organ.n.01:8|oewn-08366277-n:organ%1:14:00:::organ.n.02:1|oewn-03278462-n:organ%1:06:01:::electric_organ.n.01:1|oewn-06607260-n:organ%1:10:00:::organ.n.04:0|oewn-03859585-n:organ%1:06:00:::organ.n.05:0|oewn-03499638-n:organ%1:06:02:::harmonium.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/01432t	/m/01432t	Cassette deck	cassette deck	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	cassette deck	true	1	oewn-02982533-n	noun.artifact	oewn-02982533-n	oewn-02982533-n:noun.artifact:cassette deck	cassette deck	cassette deck	selected_single_label_or_lookup_matched_wordnet_lemma	cassette deck	cassette deck:0	oewn-04399613-n	oewn-04399613-n:noun.artifact	oewn-04399613-n:tape deck	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/014j1m	/m/014j1m	Apple	apple	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02xwb	Fruit			false	not_mwe	duplicate_existing_label_key	true	COCO	apple	oewn-07755101-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/014sv8	/m/014sv8	Human eye	human eye	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/014trl	/m/014trl	Cosmetics	cosmetics	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f		/m/02xb7qb|/m/05w9t9|/m/06c7f7|/m/0p833	Face powder|Hair spray|Lipstick|Perfume	false	not_mwe	duplicate_existing_label_key	true	objects365	Cosmetics	oewn-03117803-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/014y4n	/m/014y4n	Paddle	paddle	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/05y5lj	Sports equipment			false	not_mwe	duplicate_existing_label_key	true	objects365	Paddle	oewn-03879526-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/0152hh	/m/0152hh	Snowman	snowman	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/06msq	Sculpture			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	snowman	true	1	oewn-04259093-n	noun.artifact	oewn-04259093-n	oewn-04259093-n:noun.artifact:snowman	snowman	snowman	selected_single_label_or_lookup_matched_wordnet_lemma	snowman	snowman:0	oewn-03340545-n	oewn-03340545-n:noun.artifact	oewn-03340545-n:figure	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/01599	/m/01599	Beer	beer	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0271t	Drink			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	beer	true	1	oewn-07902824-n	noun.food	oewn-07902824-n	oewn-07902824-n:noun.food:beer	beer	beer	selected_single_label_or_lookup_matched_wordnet_lemma	beer	beer:18	oewn-07902547-n	oewn-07902547-n:noun.food	oewn-07902547-n:brew;brewage	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/01_5g	/m/01_5g	Chopsticks	chopsticks	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03hlz0c|/m/04brg2	Kitchen utensil|Tableware			false	not_mwe	duplicate_existing_label_key	true	objects365	Chopsticks	oewn-03029438-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/015h_t	/m/015h_t	Human beard	human beard	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	unresolved	unresolved	false				oewn	2025-plus	oewn:2025+	unresolved		false	0							not_applicable_no_selected_synset						not_applicable_no_selected_synset		not_applicable			false	true			unresolved_no_oewn_noun_synset	unresolved_no_oewn_noun_synset
openimages	/m/015p6	/m/015p6	Bird	bird	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0jbk	Animal	/m/012074|/m/01dy8n|/m/01f8m5|/m/05n4y|/m/05z6w|/m/06j2d|/m/09b5t|/m/09csl|/m/09d5_|/m/09ddx|/m/0ccs93|/m/0dbvp|/m/0dftk|/m/0f6wt|/m/0gv1x|/m/0h23m|/m/0jly1	Magpie|Woodpecker|Blue jay|Ostrich|Penguin|Raven|Chicken|Eagle|Owl|Duck|Canary|Goose|Swan|Falcon|Parrot|Sparrow|Turkey	false	not_mwe	duplicate_existing_label_key	true	COCO	bird	oewn-01505702-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/015qbp	/m/015qbp	Parking meter	parking meter	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	parking meter	oewn-03897029-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/015qff	/m/015qff	Traffic light	traffic light	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				true	duplicate_existing_label_key	duplicate_existing_label_key	true	COCO	traffic light	oewn-06887235-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/015wgc	/m/015wgc	Croissant	croissant	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0hnyx	Pastry			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	croissant	true	1	oewn-07707395-n	noun.food	oewn-07707395-n	oewn-07707395-n:noun.food:crescent roll;croissant	crescent roll|croissant	croissant	selected_single_label_or_lookup_matched_wordnet_lemma	croissant	croissant:0	oewn-07696677-n	oewn-07696677-n:noun.food	oewn-07696677-n:bun;roll	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/015x4r	/m/015x4r	Cucumber	cucumber	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0f4s2w	Vegetable			false	not_mwe	duplicate_existing_label_key	true	objects365	Cucumber	oewn-07734217-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/015x5n	/m/015x5n	Radish	radish	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0f4s2w	Vegetable			false	not_mwe	duplicate_existing_label_key	true	objects365	Radish	oewn-07751663-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/0162_1	/m/0162_1	Towel	towel	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0h8nr_l	Bathroom accessory			false	not_mwe	duplicate_existing_label_key	true	objects365	Towel	oewn-04466597-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/0167gd	/m/0167gd	Doll	doll	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0138tl	Toy			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	doll	true	2	oewn-03223838-n	noun.artifact	oewn-03223838-n|oewn-10008583-n	oewn-03223838-n:noun.artifact:doll;dolly|oewn-10008583-n:noun.person:dame;doll;wench;skirt;chick;bird	doll|dolly	doll	selected_single_label_or_lookup_matched_wordnet_lemma	doll	doll:1	oewn-03971038-n	oewn-03971038-n:noun.artifact	oewn-03971038-n:plaything;toy	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-03223838-n:doll%1:06:00:::doll.n.01:1|oewn-10008583-n:doll%1:18:00:::dame.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/016m2d	/m/016m2d	Skull	skull	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0bl9f				false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	skull	true	1	oewn-05547754-n	noun.body	oewn-05547754-n	oewn-05547754-n:noun.body:skull	skull	skull	selected_single_label_or_lookup_matched_wordnet_lemma	skull	skull:5	oewn-05277400-n	oewn-05277400-n:noun.body	oewn-05277400-n:bone;os	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/0174k2	/m/0174k2	Washing machine	washing machine	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/019dx1	Home appliance			true	selected	selected	false				oewn	2025-plus	oewn:2025+	exact	washing machine	true	1	oewn-04561970-n	noun.artifact	oewn-04561970-n	oewn-04561970-n:noun.artifact:washer;automatic washer;washing machine	washer|automatic washer|washing machine	washing machine	selected_single_label_or_lookup_matched_wordnet_lemma	washing machine	washing machine:0	oewn-04587779-n	oewn-04587779-n:noun.artifact	oewn-04587779-n:white goods	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/0174n1	/m/0174n1	Glove	glove	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0463sg	Fashion accessory	/m/03grzl	Baseball glove	false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	glove	true	3	oewn-02803372-n	noun.artifact	oewn-02803372-n|oewn-03446036-n|oewn-02888703-n	oewn-02803372-n:noun.artifact:baseball glove;glove;baseball mitt;mitt|oewn-03446036-n:noun.artifact:glove|oewn-02888703-n:noun.artifact:boxing glove;glove	baseball glove|glove|baseball mitt|mitt	glove	selected_single_label_or_lookup_matched_wordnet_lemma	glove	glove:6	oewn-02803056-n	oewn-02803056-n:noun.artifact	oewn-02803056-n:baseball equipment	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-02803372-n:glove%1:06:01:::baseball_glove.n.01:6|oewn-03446036-n:glove%1:06:00:::glove.n.02:0|oewn-02888703-n:glove%1:06:02:::boxing_glove.n.01:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/0175cv	/m/0175cv	Tick	tick	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/03xxp	Invertebrate			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	tick	true	4	oewn-01778954-n	noun.animal	oewn-07412361-n|oewn-01778954-n|oewn-06831605-n|oewn-04439442-n	oewn-07412361-n:noun.event:tick;ticking|oewn-01778954-n:noun.animal:tick|oewn-06831605-n:noun.communication:check mark;check;tick|oewn-04439442-n:noun.artifact:tick	tick	tick	selected_single_label_or_lookup_matched_wordnet_lemma	tick	tick:1	oewn-01778833-n	oewn-01778833-n:noun.animal	oewn-01778833-n:acarine	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true	wn30_unique_max	oewn-01778954-n:tick%1:05:00:::tick.n.02:1|oewn-06831605-n:tick%1:10:00:::check_mark.n.01:0|oewn-04439442-n:tick%1:06:00:::tick.n.04:0	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate	selected_by_object_or_conditional_wn30_lemma_count_before_objectness_gate
openimages	/m/0176mf	/m/0176mf	Belt	belt	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/0463sg	Fashion accessory			false	not_mwe	duplicate_existing_label_key	true	objects365	Belt	oewn-02830790-n				duplicate_existing_label_key																										duplicate_existing_label_key
openimages	/m/017ftj	/m/017ftj	Sunglasses	sunglasses	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/02w3_ws|/m/0463sg	Personal care|Fashion accessory			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	sunglasses	true	1	oewn-04363134-n	noun.artifact	oewn-04363134-n	oewn-04363134-n:noun.artifact:sunglasses;dark glasses;shades	sunglasses|dark glasses|shades	sunglasses	selected_single_label_or_lookup_matched_wordnet_lemma	sunglasses	sunglasses:0	oewn-04279164-n	oewn-04279164-n:noun.artifact	oewn-04279164-n:spectacles;specs;eyeglasses;glasses	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
openimages	/m/018j2	/m/018j2	Banjo	banjo	openimages_2018_04_boxable	https://storage.googleapis.com/openimages/2018_04/class-descriptions-boxable.csv	https://storage.googleapis.com/openimages/2018_04/bbox_labels_600_hierarchy.json	OpenImagesBoxable	/m/04szw	Musical instrument			false	not_mwe	selected	false				oewn	2025-plus	oewn:2025+	exact	banjo	true	1	oewn-02790645-n	noun.artifact	oewn-02790645-n	oewn-02790645-n:noun.artifact:banjo	banjo	banjo	selected_single_label_or_lookup_matched_wordnet_lemma	banjo	banjo:1	oewn-04345614-n	oewn-04345614-n:noun.artifact	oewn-04345614-n:stringed instrument	selected_all_immediate_oewn_hypernyms	object_compatible	pass			false	true			single_oewn_noun_synset	single_oewn_noun_synset
